meeting_id,item_id,item_description,item_body,Jan Devereux,Dennis J Carlone,Nadeem A Mazen,E Denise Simmons,Timothy J Toomey,Craig A Kelley,Leland Cheung,Marc C McGovern,David P Maher
1556,2109," A communication transmitted from Richard C. Rossi, City Manager, relative to the Wage Theft Prevention Executive Order.","Over the past few months, the City administration and staff have worked
closely with representatives from the Greater Boston Labor Council and
Community Labor United to develop an approach to preventing wage theft in the
City. I am pleased to advise you that the product of those conversations is
the attached Executive Order, which I have issued today. This Executive Order
requires that a vendor cannot be awarded a contract that is bid by the City
unless the vendor submits and complies with the attached Wage Theft Prevention
Certification. This certification imposes additional reporting and compliance
requirements and in some cases the requirement of a wage bond to ensure
protections against wage theft by vendors that are awarded City contracts that
are put out to bid. Vendors will make this certification on behalf of
themselves and any subcontractors they plan to use in performance of their
contract with the City.  
  
This Executive Order furthers the City’s ongoing commitment to wage justice,
and I am hopeful that it will help support workers in protecting against wage
theft.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1565,2625," Transmitting Communication from Richard C. Rossi, City Manager, relative to the transfer of $10,500 from the General Fund City Council Travel and Training account to the General Fund City Council Other Ordinary Maintenance account for the facilitation of a goal setting session on June 8.","I am hereby requesting the transfer of $10,500 from the General Fund City
Council Travel and Training account to the General Fund City Council Other
Ordinary Maintenance account for the facilitation of a goal setting session on
June 8.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1565,2413," A communication transmitted from Richard C. Rossi, City Manager, relative to an order requesting the appropriation and authorization to borrow $10,000,000 to provide funds for the design and construction of a multi-use path/greenway along the eastern Grand Junction railroad right of way from Broadway to the city line.","Please find attached an order requesting the appropriation and authorization
to borrow $10,000,000 to provide funds for the design and construction of a
multi-use path/greenway along the eastern Grand Junction railroad right of way
from Broadway to the city line. This order is being submitted for the April
25, 2016 City Council meeting to allow the City Council to vote on this order
on May 23, 2016 which is the projected date for City Council adoption of the
FY17 Budget. Approval of loan orders on budget adoption night has been the
practice for several years.

If passed to a second reading on April 25, 2016, the City will comply with all
legal requirements so that the order may be adopted on May 23, 2016. Please
see the Public Investment Section in the FY17 Submitted Budget for additional
information on this project. The Finance Committee hearing on the FY17 Public
Investment Budget is scheduled for May 12, 2016.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1556,2088, Resolution on the death of Steven Warren Reckhow.,"WHEREAS:

|

This City Council was deeply saddened at learning of the death of Steven
Warren Reckhow on February 26, 2016; and  
  
---|---  
  
|  
  
WHEREAS:

|

Steven Warren Reckhow was born into a family that had a reverence for
learning, nature and the exploration of all things, and grew up in
Irondequoit, New York; and  
  
|  
  
WHEREAS:

|

Steve graduated from Columbia University with a dual degree in civil
engineering and urban planning, followed by graduate studies in public
administration at Boston University and worked as a planner for the
Southeastern Massachusetts Regional Planning &amp; Development District and
then as a planning and energy consultant at a small international consulting
firm and later as an independent energy consultant; and  
  
|  
  
WHEREAS:

|

In the 1980’s, Steve’s early interest in real estate grew to envision projects
ranging from affordable housing to multi-family historic restorations in
Cambridge; and  
  
|  
  
WHEREAS:

|

Steve used his considerable talents as an engineer, planner and developer in
focusing all of his efforts to make neighborhoods and communities more vibrant
and sustainable; and  
  
|  
  
WHEREAS:

|

Steve’s passion for urban revitalization, sustainable design and historic
preservation was the driving force behind Neighborhood Design, a private
development company he established with his wife and best friend Sylvia, and
together they completed several residential and multi-use projects that won
the prestigious Cambridge Historic Preservation Awards and have also
contributed to the revitalization of the Mid-Cambridge neighborhood; and  
  
|  
  
WHEREAS:

|

Steve was the beloved husband of Sylvia Jean Wheeler; and  
  
|  
  
WHEREAS:

|

Steve’s passing will leave a void in the lives of all his surviving family,
his siblings Anne Clarkson and her husband Chris, Robert Reckhow, Wayne
Reckhow and his wife Barbra; his nieces Lynne, Nancy, Alyssa, Taylor, Jensen
and nephew Grant Reckhow; his aunt Marge Meyer and uncle John Meyer and wife
Marcia; and his cousins David and Tracy Meyer, Glenn Meyer, Emily Reid, David
and Kenneth Reckhow and Gail and John Collins; as well as members of the
Wheeler family, who looked upon him as a much loved brother to Robert and Kit
Wheeler, David Wheeler, Elizabeth Scannell; and uncle to Wendy Belair,
Christopher, Jeffrey and Jennifer Wheeler; and  
  
|  
  
WHEREAS:

|

Steven will be sorely missed by all he touched and loved; now therefore be it  
  
|  
  
RESOLVED:

|

That this City Council go on record extending its deepest sympathy for the
family of Steven Warren Reckhow at this time of such personal loss; and be it
further  
  
|  
  
RESOLVED

|

That the City Clerk be and hereby is requested to forward a suitably engrossed
copy of this resolution to the Reckhow family on behalf of the entire City
Council.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1567,2772," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of $1,000 from a donation from the Carl Barron Family to the Grant Fund Public Works Other Ordinary Maintenance account to recognize employees who exhibit excellent job performance.","I am hereby requesting the appropriation of $1,000 from a donation from the
Carl Barron Family to the Grant Fund Public Works Other Ordinary Maintenance
account to recognize employees who exhibit excellent job performance. Funds
will be used for printing materials and providing light refreshments at the
awards ceremony.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1871,4939," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of donations from the Cambridge Individuals with Special Needs in the amount of $14,250.00 to the Grant Fund Human Service Programs Department Other Ordinary Maintenance account and will be used to support Cambridge athletes participating in Special Olympics.","I am hereby requesting the appropriation of donations from the Cambridge
Individuals with Special Needs in the amount of $14,250.00 to the Grant Fund
Human Service Programs Department Other Ordinary Maintenance account.

The donations were privately donated through various sources and will be used
to support Cambridge athletes participating in Special Olympics. The donations
are used for uniforms, trophies, equipment, and supplies.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1023,1889," A communication was received from Sheli Wortis, 106 Berkshire Street, regarding renaming ""Columbus Day.""",,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
1871,5008," A communication transmitted from Louis A. DePasquale, City Manager, relative to a request for the to City Council move to Executive Session in order to conduct a confidential strategy session in preparation for negotiations with nonunion personnel.","I am hereby requesting that the City Council move to Executive Session in
order to conduct a confidential strategy session in preparation for
negotiations with nonunion personnel.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1562,2488," Transmitting Communication from Richard C. Rossi, City Manager, relative to the transfer of $116,850 from General Fund Library Salary and Wages account to the Other Ordinary Maintenance account which will fund expenses incurred to repair the Main Library’s HVAC system, chillers at the Central Square branch, and the heating system at the O’Connell branch.","I am hereby requesting the transfer of $116,850 from General Fund Library
Salary and Wages account to the General Fund Library Other Ordinary
Maintenance account. This transfer will fund additional expenses incurred to
repair the Main Library’s HVAC system, chillers at the Central Square branch,
and the heating system at the O’Connell branch.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1640,4089," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of of $3,709,949 in funds from the Massachusetts Water Resources Authority (MWRA) Grant to the Public Works Public Investment Fund Extraordinary Expenditures account for the Alewife Sewer Separation Program.","I am hereby requesting the appropriation of $3,709,949 in funds from the
Massachusetts Water Resources Authority (MWRA) Grant to the Public Works
Public Investment Fund Extraordinary Expenditures account for the Alewife
Sewer Separation Program.  

This grant will fund the MWRA eligible portion of construction change orders
and additional engineering costs during construction.  

The City costs associated with this project were appropriated in the FY17
Adopted Budget and this MWRA appropriation was anticipated in the budget
process, but could not be finalized in time to be included in the submitted
budget.  

The City has been working with the MWRA for over seventeen years executing
projects in the Alewife watershed to reduce combined sewer overflows to the
Alewife Brook. These improvements are part of the court-ordered cleanup of the
Boston Harbor.

Current Status of Alewife Sewer Separation Projects:

· Huron A: Construction Completed. $18.2M contract.

· Huron B: Contract is approximately 85% complete ($36.6M out of $42.9M)

· Concord Ave: Contract is approximately 80% complete ($23.0 M out of $28M)

· Concord Lane / New Street: Contract is approximately 80% complete ($2.9M out
of $3.7M)

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea
1844,4567," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the Urban Areas Security Initiative (UASI) through the City of Boston’s Office of Emergency Management for $50,000 to the Grant Fund Fire Extraordinary Expenditures account for the purchase of dive team and marine unit equipment which will provide funds to purchase an infrared camera for Marine 2 to aid in night search/rescue and navigation; replacement of electronic navigation equipment on Marine 1; and water rescue helmets, life jackets, exposure suits, dive gear bags, and a small life raft for Marine 1.","I am hereby requesting the appropriation of a grant from the Urban Areas
Security Initiative (UASI) through the City of Boston’s Office of Emergency
Management for $50,000 to the Grant Fund Fire Extraordinary Expenditures
account for the purchase of dive team and marine unit equipment.  
  
Funds will purchase an infrared camera for Marine 2 to aid in night
search/rescue and navigation; replacement of electronic navigation equipment
on Marine 1; and water rescue helmets, life jackets, exposure suits, dive gear
bags, and a small life raft for Marine 1.

",Yea,Yea,Yea,Absent,Yea,Yea,Absent,Yea,Yea
1023,1907, Congratulations to Miriam Klapper on her retirement as Executive Director of Temple Beth Shalom.,"WHEREAS:

|

It has come to the attention of this City Council that Miriam Klapper will be
retiring as Executive Director of Temple Beth Shalom; and  
  
---|---  
  
|  
  
WHEREAS:

|

Ms. Klapper has been devoted to the Temple Beth Shalom community for nineteen
years, during which she ran the Temple office, acted as liaison to neighbors
and the City of Cambridge, organized High Holidays, and kept open
communication with Temple members; now therefore be it  
  
|  
  
RESOLVED:

|

The City Council go on record congratulating Ms. Klapper on her retirement,
honoring her work over the years and recognizing her loyal commitment to her
community; and be it further  
  
|  
  
RESOLVED:

|

That the City Clerk be and hereby is requested to forward a suitably engrossed
copy of the resolution to Miriam Klapper on behalf of the entire City Council.

",Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
1025,1952," A communication transmitted from Richard C. Rossi, City Manager, relative to the requirements of the Massachusetts School Building Authority (MSBA), the that City Council adopt the attached Order for the Statement of Interest Form to be submitted to the MSBA no later than February 12, 2016 for the replacement of the roof at the Fletcher Maynard Academy School, including the installation of photovoltaic panels (PV).","I am hereby recommending that in accordance with the requirements of the
Massachusetts School Building Authority (MSBA), the Cambridge City Council
adopt the following order for the Statement of Interest Form to be submitted
to the MSBA no later than February 12, 2016 for the replacement of the roof at
the Fletcher Maynard Academy School, including the installation of
photovoltaic panels (PV) if deemed structurally and financially possible. The
estimated costs for the roof may be in the range of $800,000-$1,600,000
pending the PV decision. The purpose of applying for this grant is to get
partial reimbursement for the roof excluding the cost of PV.  
  
The School Committee of Cambridge, Massachusetts voted to authorize the
Superintendent to submit the Statement of Interest Form to the MSBA at an open
meeting held on February 2, 2016.  
  
The MSBA submission in no way guarantees the acceptance or the approval of an
application, the awarding of a grant or any other funding commitment from the
MSBA.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1025,1930," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of a grant from the State Executive Office of Public Safety and Security for $3,515 to the Grant Fund Fire Salaries and Wages account ($2,500) and Grant Fund Fire Other Ordinary Maintenance account ($1,015) to provide funds for the Senior SAFE Program.","I am hereby requesting the appropriation of a grant from the State Executive
Office of Public Safety and Security for $3,515 to the Grant Fund Fire
Salaries and Wages account ($2,500) and Grant Fund Fire Other Ordinary
Maintenance account ($1,015) to provide funds for the Senior SAFE Program that
educates seniors in the dangers of fire and its effect on people, property,
and the environment. The amount allocated to salary and wages will cover the
overtime costs for the firefighters who participate in the program.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1871,4957," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $38,583.33 from the Temporary Emergency Shelter grant received from the Department of Housing and Community Development (DHCD) to the Grant Fund Human Services Programs Other Ordinary Maintenance account to be used to subcontracted to the Cambridge YWCA.","I am hereby requesting the supplemental appropriation of $38,583.33 from the
Temporary Emergency Shelter grant received from the Department of Housing and
Community Development (DHCD) to the Grant Fund Human Services Programs Other
Ordinary Maintenance account.

All funds will be subcontracted to the Cambridge YWCA. The YWCA will use the
funds to operate its family shelter from June 1, 2017 through June 30, 2017,
including the provision of case management and housing search and
stabilization services for six homeless families at a time as referred by the
DHCD. Previous grant award in FY17 totaled $436,041.67.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1843,4501," That the City Council call upon the United States House of Representatives to support a resolution authorizing and directing the House Committee on the Judiciary to investigate whether sufficient grounds exist for the impeachment of Donald J. Trump, President of the United States, including but not limited to the violations of the Foreign Emoluments Clause and the Domestic Emoluments Clause of the United States Constitution.","WHEREAS:

|

Many businesses receive, and streams of income include, emoluments from
foreign governments, states of the United States, or the United States itself;
and  
  
---|---  
  
|  
  
WHEREAS:

|

Leading constitutional scholars and government ethics experts warned Donald J.
Trump shortly after the November 2016 election that, unless he fully divested
his businesses and invested the money in conflict-free assets or a blind
trust, he would violate the Constitution from the moment he took office; and  
  
|  
  
WHEREAS:

|

On January 11, 2017, nine days before his inauguration, Donald J. Trump
announced a plan that would, if carried out, remove him from day-to-day
operations of his businesses, but not eliminate any of the ongoing flow of
emoluments from foreign governments, state governments, or the United States
government; and  
  
|  
  
WHEREAS:

|

On January 20, 2017, Donald J. Trump took the oath of office and became
President of the United States; and  
  
|  
  
WHEREAS:

|

From the moment he took office, President Trump was in violation of the
Foreign Emoluments Clause and the Domestic Emoluments Clause of the United
States Constitution; and  
  
|  
  
WHEREAS:

|

These violations undermine the integrity of the Presidency, corruptly advance
the personal wealth of the President, and violate the public trust; and  
  
|  
  
WHEREAS:

|

Our democracy is premised on the bedrock principle that no one is above the
law, not even the President of the United States; now therefor be it  
  
  

|  
  
---|---  
  
RESOLVED:

|

That the Cambridge City Council call upon the United States House of
Representatives to support a resolution authorizing and directing the House
Committee on the Judiciary to investigate whether sufficient grounds exist for
the impeachment of Donald J. Trump, President of the United States, including
but not limited to the violations listed herein; and be it further  
  
|  
  
RESOLVED:

|

That the City Clerk be and hereby is requested to forward a suitably engrossed
copy of this resolution to the Cambridge Members of the United States House of
Representatives on behalf of the entire City Council.

",Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Nay
1559,2267," Transmitting Communication from Richard C. Rossi, City Manager, relative to the transfer of $25,000 from the General Fund Employee Benefits Salary and Wages account (Insurance) to the General Fund Electrical Travel and Training account (Judgments and Damages) to cover medical services and/or prescription reimbursement costs for personnel injured in performance of their duties.","I am hereby requesting the transfer of $25,000 from the General Fund Employee
Benefits Salary and Wages account (Insurance) to the General Fund Electrical
Travel and Training account (Judgments and Damages) to cover medical services
and/or prescription reimbursement costs for personnel injured in performance
of their duties. The additional sum requested is based on current and
anticipated costs for the remainder of the fiscal year.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1566,2675," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of $2,500 from a donation from the Carl Barron Family to the Grant Fund Fire Other Ordinary Maintenance account to honor deserving members of the Fire Department with the Carl Barron Award for Administrative Excellence.","I am hereby requesting the appropriation of $2,500 from a donation from the
Carl Barron Family to the Grant Fund Fire Other Ordinary Maintenance account
to honor deserving members of the Fire Department with the Carl Barron Award
for Administrative Excellence.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1866,4704," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the FY17 MOVA Victim Services Training Grant for $14,000 received from the Victim and Witness Assistance Board through the Massachusetts Office for Victim Assistance to the Grant Fund Police Department Other Ordinary Maintenance account which will provide funding for “Trauma-Informed Approaches to Law Enforcement” training in collaboration with the Cambridge Domestic and Gender-Based Violence Prevention Initiative.","I am hereby requesting the appropriation of the FY17 MOVA Victim Services
Training Grant for $14,000 received from the Victim and Witness Assistance
Board through the Massachusetts Office for Victim Assistance to the Grant Fund
Police Department Other Ordinary Maintenance account.

The grant provides funding for the Department to provide “Trauma-Informed
Approaches to Law Enforcement” training in collaboration with the Cambridge
Domestic and Gender-Based Violence Prevention Initiative. This innovative
3-day training for police, district attorney staff, and local service
providers, provides a framework for understanding trauma in the context of law
enforcement, including how trauma affects officers and how it affects victims
in the community.

",Yea,Yea,Yea,Absent,Yea,Yea,Absent,Yea,Yea
1871,4942," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $450,000 in Free Cash to the Public Investment Fund Human Services Extraordinary Expenditures Account for the purpose of designing and renovating the basement space at 51 Inman Street for the Human Services Department Center for Families and Baby University staff.","I am hereby requesting the appropriation of $450,000 in Free Cash to the
Public Investment Fund Human Services Extraordinary Expenditures Account for
the purpose of designing and renovating the basement space at 51 Inman Street
for the Human Services Department Center for Families and Baby University
staff. The basement space has been occupied by the Community Legal Services
and Counseling staff for over 20 years. The program will be moving to East
Cambridge at the beginning of July. The space is in need of major
rehabilitation to address building systems, finishes, and space allocation.
The new space will be fully accessible and provide a safe and welcoming place
for families and staff. This funding is for design, procurement, and
construction administration services through a city house doctor contract, as
well as for estimated construction costs.

This appropriation will allow work to begin during the summer, which will
expedite the process of occupying the renovated space for the Department of
Human Services.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1869,4637," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation and authorization to borrow $2,000,000 to provide funds for various School building infrastructure projects including roof repairs at the Fletcher Maynard Academy, and a new boiler at an elementary school.","Please find attached an order requesting the appropriation and authorization
to borrow $2,000,000 to provide funds for various School building
infrastructure projects including roof repairs at the Fletcher Maynard
Academy, and a new boiler at an elementary school. This order is being
submitted for the April 24, 2017 City Council meeting to allow the City
Council to vote on this order on May 22, 2017 which is the projected date for
City Council adoption of the FY18 Budget. Approval of loan orders on budget
adoption night has been the practice for several years.

If passed to a second reading on April 24, 2017, the City will comply with all
legal requirements so that the order may be adopted on May 22, 2017. Please
see the Public Investment Section in the FY18 Submitted Budget for additional
information on this project. The Finance Committee hearing on the FY18 Public
Investment Budget is scheduled for May 10, 2017.

",Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
1847,4327," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $6,916.61 from the General Fund Historical Commission Salary and Wages account to the Other Ordinary Maintenance account to cover transcription services for the Commission’s remaining monthly commission meetings and public hearings.","I am hereby requesting the transfer of $6,916.61 from the General Fund
Historical Commission Salary and Wages account to the General Fund Historical
Commission Other Ordinary Maintenance account to cover transcription services
for the Commission’s remaining monthly commission meetings and public
hearings.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1642,4098," A communication transmitted from Louis A. DePasquale, City Manager, relative to an order requesting the appropriation and authorization to borrow $1,000,000 to provide funds for the reconstruction of various City streets and sidewalks.","Please find attached an order requesting the appropriation and authorization
to borrow $1,000,000 to provide funds for the reconstruction of various City
streets and sidewalks. This project is included in the City’s FY17 bond sale.
This order is being submitted for the February 6, 2017 City Council meeting to
allow the City Council to vote on this order on February 27, 2017.

If passed to a second reading on February 6, 2017, the City will comply with
all legal requirements so that the order may be adopted on February 27, 2017.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1853,3430, City enter into a contract with Elizabeth Valerio and John Foskett,"ORDERED:

|

That the City Council request that the City enter into a contract with
Elizabeth Valerio and John Foskett of the Deutsch, Williams Firm to advise the
City Council in negotiating a contract with the prospective City Manager.  
  
---|---

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1583,3291," A communication transmitted from Richard C. Rossi, City Manager, requesting that the City Council move to Executive Session to discuss the purchase, exchange, lease or value of real property.","I hereby request that the City Council move to Executive Session to discuss
the purchase, exchange, lease or value of real property.

",Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
1022,1839," Transmitting Communication from Richard C. Rossi, City Manager, relative to the transfer of $12,500 from the General Fund Reserve Other Ordinary Maintenance account to the General Fund Clerk Other Ordinary Maintenance account to cover current and anticipated costs for required legal advertisements.","I am hereby requesting the transfer of $12,500 from the General Fund Reserve
Other Ordinary Maintenance account to the General Fund Clerk Other Ordinary
Maintenance account to cover current and anticipated costs for required legal
advertisements.

",Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea
1843,4455," An amendment to the Zoning Ordinance of the City of Cambridge in Inclusionary Housing, including the insertion of new definitions in Article 2.000 and the substitution of revised zoning text for the current text to Sections 11.200 through 11.206.",,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1566,2670," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of a grant from the U. S. Department of Housing and Urban Development for $53,677 to the Grant Fund Community Development Salaries and Wages account to be used to cover a portion of the salaries of existing housing planners and support staff related to the administration of the HOME Program.","I am hereby requesting the appropriation of a grant from the U. S. Department
of Housing and Urban Development for $53,677 to the Grant Fund Community
Development Salaries and Wages account.

These funds will be used to cover a portion of the salaries of existing
housing planners and support staff related to the administration of the HOME
Program.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1622,3823," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $702,144 between School Department statutory accounts, which includes $702,144 from the General Fund School Salary and Wages account to the General Fund School Other Ordinary Maintenance account ($687,560) and to the General Fund School Travel and Training account ($14,584) which are related to reallocations for school improvement and professional development plans for all schools","I am hereby requesting the transfer of $702,144 between School Department
statutory accounts, which includes $702,144 from the General Fund School
Salary and Wages account to the General Fund School Other Ordinary Maintenance
account ($687,560) and to the General Fund School Travel and Training account
($14,584).

During the course of the school year, the School Department allows principals
and department administrators to move funds across statutory categories within
their budgets to better meet their educational needs.

The reallocations are to school improvement and professional development plans
for all schools. The original budget included funds in statutory categories
based on previous historical expenditure patterns, pending the submission of
the School Improvement Plan detailed budget.

The School Committee approved this transfer on December 6, 2016.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1566,2673," Transmitting Communication from Richard C. Rossi, City Manager, relative to the transfer of $10,605.41 to the Grant Fund Emergency Communications Salary and Wages account from the Grant Fund Emergency Communications Other Ordinary Maintenance account ($8,730) and the Grant Fund Emergency Communications Travel and Training account ($1,875.41) to cover anticipated expenses in overtime due to staffing as well as reduction in repairs and maintenance costs.","I am hereby requesting the transfer of $10,605.41 to the Grant Fund Emergency
Communications Salary and Wages account from the Grant Fund Emergency
Communications Other Ordinary Maintenance account ($8,730) and the Grant Fund
Emergency Communications Travel and Training account ($1,875.41)

These funds are in the Public Safety Answering Point and Regional Emergency
Communication Center Support grant from the Executive Office of Public Safety
and Security State 911 Department and will cover additional overtime expenses.

The Emergency Communications Department implemented a new on-line training
program that allowed employees to take their continuing education requirements
at their convenience. As a result, the department expended less funds in
attendance at outside trainings. Therefore, we are seeking approval to
transfer unexpended funds from travel to cover anticipated expenses in
overtime due to staffing as well as reduction in repairs and maintenance
costs. The transfer is in compliance with grant regulations.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1556,2112," A communication transmitted from Richard C. Rossi, City Manager, relative to the City of Cambridge retaining the noteworthy distinction of being one of approximately 36 municipalities in the United States with three AAA ratings from the nation's three major credit rating agencies.","I am pleased to inform you, the taxpayers, and all our residents that the City
of Cambridge has retained its noteworthy distinction of being one of
approximately 36 municipalities in the United States with AAA ratings from
each of the nation’s three major credit rating agencies. Each year since 1999,
the City has received these ratings from Moody’s Investors Service, Standard
&amp; Poor’s and Fitch Ratings. This achievement allows the City to invest
more money into important projects throughout Cambridge with a favorable
interest rate. The agencies highlighted the City’s conservative budgeting
practices and prudent use of reserves to help keep tax levy increases at a
moderate level to cover operating expenditures.  
  
These ratings are in conjunction with the City’s sale of $35 million in
General Obligation bonds, which took place on March 1, 2016. This sale will
finance capital projects such as the King Open/Cambridge Street Upper School
and Community Complex, sewer reconstruction, street and sidewalk
reconstruction, and other municipal and school building renovations.  
  
All three agencies have given the City a positive outlook. However, in
reviewing Moody’s criteria, it is important that we continue to pay attention
to the factors listed below to ensure our AAA rating in the future.  

· Material growth in the debt burden

· Deterioration of the tax base or weakening of the local economy

· Trend of operating deficits that lead to a significant reduction in reserve
levels

· Significant increases in pension and other postemployment benefit (OPEB)
liabilities

  
Based on this ongoing recognition from the rating agencies, the City Council
can be justly proud of its sound fiscal policies. Additionally, I would like
to thank the City’s Department Heads and staff for their commitment to
prudently managing their budgets and programs. The City is fortunate to have
such a strong and dedicated team.

  
Attached are the rating opinions of Fitch Ratings, Moody’s Investors Service,
and Standard &amp; Poor’s Corporation.

",Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1621,3753," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Project Bread Food Pantry grant received from the Project Bread organization for $2,000 to the Grant Fund Human Services Other Ordinary Maintenance account which were awarded to the Cambridge Senior Center Food Pantry by Project Bread to pay for purchases at the Greater Boston Food Bank, and for other food purchases for the Senior Food Pantry.","I am hereby requesting the appropriation of the Project Bread Food Pantry
grant received from the Project Bread organization for $2,000 to the Grant
Fund Human Services Other Ordinary Maintenance account.

These funds were awarded to the Cambridge Senior Center Food Pantry by Project
Bread to pay for purchases at the Greater Boston Food Bank, and for other food
purchases for the Senior Food Pantry.

",Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea
1565,2605," Councillor Devereux filed reconsideration of the vote taken at the City Council meeting of May 9, 2016 on Policy Order #2 as amended that the Public Safety Committee conduct a public hearing to discuss proposed changes to the current liquor license regulations and the City Council policy goals on liquor licenses, economic development, the impact on neighborhoods and local business and that the License Commission refrain from any liquor license regulations changes until said hearing before the Public Safety Committee.","WHEREAS:

|  
  
---|---  
  
|  
  
WHEREAS:

|  
  
|  
  
WHEREAS:

|  
  
|  
  
ORDERED:

|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|  
  
|

",Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay
1621,3750," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the Massachusetts Housing Finance Agency (MassHousing) in the amount of $3,000 to the Grant Fund Human Services Other Ordinary Maintenance account which will be used to provide services in relation to hoarding, including training of service providers, funding assistance for clean-ups, establishing and supporting hoarding related peer led support groups, and other hoarding related education and training.","I am hereby requesting the appropriation of a grant from the Massachusetts
Housing Finance Agency (MassHousing) in the amount of $3,000 to the Grant Fund
Human Services Other Ordinary Maintenance account.

The funds will be used to provide services in relation to hoarding, including
training of service providers, funding assistance for clean-ups, establishing
and supporting hoarding related peer led support groups, and other hoarding
related education and training.

",Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea
