ReceiptTotalDisplay,Reimbursee,FilingDate,ReceiptTotal,ReportTypeId,EndingDateDisplay,EndingBalanceDisplay,ReportCandidateFirstName,ReceiptItemizedTotalDisplay,BeginningBalanceDisplay,ReportTypeDescription,ExpenditureItemizedTotalDisplay,Category,ReceiptUnitemizedTotalDisplay,InkindTotalDisplay,ReportYear,ExpenditureTotalDisplay,ReportingPeriod,SavingsTotalDisplay,IsAmendment,Ui,PaymentsDisplay,LiabilityTotalDisplay,BeginningDateDisplay,AmendmentReason,FilingDateShortDisplay,ExpenditureUnitemizedTotalDisplay,FullNameReverse,CpfId,FilingId,IsAmended,Id,ReportId,FilingMechanism,FilingDateDisplay
$0.00,,2003-02-05T10:04:05,0.0,70,1/31/2003,$155.39,JOHN,$0.00,$167.39,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2003,$12.00,1/1/03 - 1/31/03,$0.00,False,,$0.00,$0.00,1/1/2003,,2/5/2003,$0.00,"Pitkin, John",13782,60046,False,12482,12482,Bank Reporter 1.0,2/5/2003
$0.00,,2003-01-02T13:35:23,0.0,70,12/31/2002,$167.39,JOHN,$0.00,$177.39,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.00,12/1/02 - 12/31/02,$0.00,False,,$0.00,$0.00,12/1/2002,,1/2/2003,$0.00,"Pitkin, John",13782,60046,False,11420,11420,Bank Reporter 1.0,1/2/2003
$0.00,,2002-12-06T12:00:05,0.0,70,11/30/2002,$177.39,JOHN,$0.00,$187.39,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.00,11/1/02 - 11/30/02,$0.00,False,,$0.00,$0.00,11/1/2002,,12/6/2002,$0.00,"Pitkin, John",13782,60046,False,11086,11086,Bank Reporter 1.0,12/6/2002
$0.00,,2002-11-04T11:28:05,0.0,70,10/31/2002,$187.39,JOHN,$0.00,$197.39,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.00,10/1/02 - 10/31/02,$0.00,False,,$0.00,$0.00,10/1/2002,,11/4/2002,$0.00,"Pitkin, John",13782,60046,False,10097,10097,Bank Reporter 1.0,11/4/2002
$0.00,,2002-10-03T10:06:11,0.0,70,9/30/2002,$197.39,JOHN,$0.00,$207.39,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.00,9/1/02 - 9/30/02,$0.00,False,,$0.00,$0.00,9/1/2002,,10/3/2002,$0.00,"Pitkin, John",13782,60046,False,8865,8865,Bank Reporter 1.0,10/3/2002
$0.00,,2002-09-03T13:31:29,0.0,70,8/31/2002,$207.39,JOHN,$0.00,$217.39,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.00,8/1/02 - 8/31/02,$0.00,False,,$0.00,$0.00,8/1/2002,,9/3/2002,$0.00,"Pitkin, John",13782,60046,False,7139,7139,Bank Reporter 1.0,9/3/2002
$0.00,,2002-08-12T09:41:13,0.0,70,7/31/2002,$217.39,JOHN,$0.00,$227.39,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.00,7/1/02 - 7/31/02,$0.00,False,,$0.00,$0.00,7/1/2002,,8/12/2002,$0.00,"Pitkin, John",13782,60046,False,6211,6211,Bank Reporter 1.0,8/12/2002
$0.00,,2002-07-08T12:05:18,0.0,70,6/30/2002,$227.39,JOHN,$0.00,$238.34,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.95,6/1/02 - 6/30/02,$0.00,False,,$0.00,$0.00,6/1/2002,,7/8/2002,$0.00,"Pitkin, John",13782,60046,False,4827,4827,Bank Reporter 1.0,7/8/2002
$150.00,,2002-06-05T15:48:53,150.0,70,5/30/2002,$238.34,JOHN,$0.00,$88.34,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$0.00,5/1/02 - 5/30/02,$0.00,False,,$0.00,$0.00,5/1/2002,,6/5/2002,$0.00,"Pitkin, John",13782,60046,False,3805,3805,Bank Reporter 1.0,6/5/2002
$0.00,,2002-05-02T09:16:21,0.0,70,4/30/2002,$88.34,JOHN,$0.00,$98.34,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.00,4/1/02 - 4/30/02,$0.00,False,,$0.00,$0.00,4/1/2002,,5/2/2002,$0.00,"Pitkin, John",13782,60046,False,2605,2605,Bank Reporter 1.0,5/2/2002
$0.00,,2002-04-03T16:52:16,0.0,70,3/31/2002,$98.34,JOHN,$0.00,$108.34,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$10.00,3/1/02 - 3/31/02,$0.00,False,,$0.00,$0.00,3/1/2002,,4/3/2002,$0.00,"Pitkin, John",13782,60046,False,1510,1510,Bank Reporter 1.0,4/3/2002
$666.05,,2017-08-16T12:15:41.833,666.05,71,8/15/2017,"$18,911.16",E. Denise,$666.05,"$19,620.99",Bank Report,"$1,375.88",D,$0.00,$0.00,2017,"$1,375.88",8/1 - 8/15/2017,$0.00,False,,$0.00,$0.00,8/1/2017,,8/16/2017,$0.00,"Simmons, E. Denise",13783,60003,False,621216,621216,Bank Reporter 3,8/16/2017
"$10,385.90",,2017-08-02T11:00:19.397,10385.9,72,7/31/2017,"$19,620.99",E. Denise,"$10,385.90","$12,154.43",Bank Report,"$2,919.34",D,$0.00,$0.00,2017,"$2,919.34",7/16 - 7/31/2017,$0.00,False,,$0.00,$0.00,7/16/2017,,8/2/2017,$0.00,"Simmons, E. Denise",13783,60003,False,619847,619847,Bank Reporter 3,8/2/2017
"$2,758.82",,2017-07-17T12:04:51.253,2758.82,71,7/15/2017,"$12,154.43",E. Denise,"$2,758.82","$9,851.15",Bank Report,$455.54,D,$0.00,$0.00,2017,$455.54,7/1 - 7/15/2017,$0.00,False,,$0.00,$0.00,7/1/2017,,7/17/2017,$0.00,"Simmons, E. Denise",13783,60003,False,617505,617505,Bank Reporter 3,7/17/2017
$193.98,,2017-07-03T14:35:39.573,193.98,72,6/30/2017,"$9,851.15",E. Denise,$193.98,"$12,459.88",Bank Report,"$2,802.71",D,$0.00,$0.00,2017,"$2,802.71",6/16 - 6/30/2017,$0.00,False,,$0.00,$0.00,6/16/2017,,7/3/2017,$0.00,"Simmons, E. Denise",13783,60003,False,615768,615768,Bank Reporter 3,7/3/2017
$0.00,,2017-06-19T08:35:08.907,0.0,71,6/15/2017,"$12,459.88",E. Denise,$0.00,"$12,552.23",Bank Report,$92.35,D,$0.00,$0.00,2017,$92.35,6/1 - 6/15/2017,$0.00,False,,$0.00,$0.00,6/1/2017,,6/19/2017,$0.00,"Simmons, E. Denise",13783,60003,False,614040,614040,Bank Reporter 3,6/19/2017
$650.00,,2017-06-02T10:24:11.183,650.0,72,5/31/2017,"$12,552.23",E. Denise,$650.00,"$12,202.23",Bank Report,$300.00,D,$0.00,$0.00,2017,$300.00,5/16 - 5/30/2017,$0.00,False,,$0.00,$0.00,5/16/2017,,6/2/2017,$0.00,"Simmons, E. Denise",13783,60003,False,612118,612118,Bank Reporter 3,6/2/2017
$600.00,,2017-05-16T12:12:29.61,600.0,71,5/15/2017,"$12,202.23",E. Denise,$600.00,"$11,632.23",Bank Report,$30.00,D,$0.00,$0.00,2017,$30.00,5/1 - 5/15/2017,$0.00,False,,$0.00,$0.00,5/1/2017,,5/16/2017,$0.00,"Simmons, E. Denise",13783,60003,False,610075,610075,Bank Reporter 3,5/16/2017
$0.00,,2017-05-01T10:54:55.247,0.0,72,4/30/2017,"$11,632.23",E. Denise,$0.00,"$11,798.23",Bank Report,$166.00,D,$0.00,$0.00,2017,$166.00,4/16 - 4/30/2017,$0.00,False,,$0.00,$0.00,4/16/2017,,5/1/2017,$0.00,"Simmons, E. Denise",13783,60003,False,608155,608155,Bank Reporter 3,5/1/2017
$100.00,,2017-04-17T14:07:55.317,100.0,71,4/15/2017,"$11,798.23",E. Denise,$100.00,"$12,083.23",Bank Report,$385.00,D,$0.00,$0.00,2017,$385.00,4/1 - 4/15/2017,$0.00,False,,$0.00,$0.00,4/1/2017,,4/17/2017,$0.00,"Simmons, E. Denise",13783,60003,False,606915,606915,Bank Reporter 3,4/17/2017
"$4,386.05",,2017-04-03T10:12:17.84,4386.05,72,3/31/2017,"$12,083.23",E. Denise,"$4,386.05","$7,863.18",Bank Report,$166.00,D,$0.00,$0.00,2017,$166.00,3/16 - 3/31/2017,$0.00,False,,$0.00,$0.00,3/16/2017,,4/3/2017,$0.00,"Simmons, E. Denise",13783,60003,False,605290,605290,Bank Reporter 3,4/3/2017
$0.00,,2017-03-16T10:27:57.38,0.0,71,3/15/2017,"$7,863.18",E. Denise,$0.00,"$7,893.18",Bank Report,$30.00,D,$0.00,$0.00,2017,$30.00,3/1 - 3/15/2017,$0.00,False,,$0.00,$0.00,3/1/2017,,3/16/2017,$0.00,"Simmons, E. Denise",13783,60003,False,603770,603770,Bank Reporter 3,3/16/2017
$0.00,,2017-03-02T12:57:19.887,0.0,72,2/28/2017,"$7,893.18",E. Denise,$0.00,"$8,059.18",Bank Report,$166.00,D,$0.00,$0.00,2017,$166.00,2/16 - 2/28-29/2017,$0.00,False,,$0.00,$0.00,2/16/2017,,3/2/2017,$0.00,"Simmons, E. Denise",13783,60003,False,602928,602928,Bank Reporter 3,3/2/2017
$0.00,,2017-02-16T12:24:45.56,0.0,71,2/15/2017,"$8,059.18",E. Denise,$0.00,"$8,107.18",Bank Report,$48.00,D,$0.00,$0.00,2017,$48.00,2/1 - 2/15/2017,$0.00,False,,$0.00,$0.00,2/1/2017,,2/16/2017,$0.00,"Simmons, E. Denise",13783,60003,False,601406,601406,Bank Reporter 3,2/16/2017
$962.30,,2017-02-02T07:03:32.953,962.3,72,1/31/2017,"$8,107.18",E. Denise,$962.30,"$10,849.79",Bank Report,"$3,704.91",D,$0.00,$0.00,2017,"$3,704.91",1/16 - 1/31/2017,$0.00,False,,$0.00,$0.00,1/16/2017,,2/2/2017,$0.00,"Simmons, E. Denise",13783,60003,False,600280,600280,Bank Reporter 3,2/2/2017
$700.00,,2017-01-17T13:03:57.64,700.0,71,1/15/2017,"$10,849.79",E. Denise,$700.00,"$10,179.79",Bank Report,$30.00,D,$0.00,$0.00,2017,$30.00,1/1 - 1/15/2017,$0.00,False,,$0.00,$0.00,1/1/2017,,1/17/2017,$0.00,"Simmons, E. Denise",13783,60003,False,597825,597825,Bank Reporter 3,1/17/2017
$665.00,,2017-01-03T15:28:22.437,665.0,72,12/31/2016,"$10,179.79",E. Denise,$665.00,"$10,056.79",Bank Report,$542.00,D,$0.00,$0.00,2016,$542.00,12/16 - 12/31/2016,$0.00,False,,$0.00,$0.00,12/16/2016,,1/3/2017,$0.00,"Simmons, E. Denise",13783,60003,False,595858,595858,Bank Reporter 3,1/3/2017
$0.00,,2016-12-16T14:39:27.873,0.0,71,12/15/2016,"$10,056.79",E. Denise,$0.00,"$10,954.24",Bank Report,$897.45,D,$0.00,$0.00,2016,$897.45,12/1 - 12/15/2016,$0.00,False,,$0.00,$0.00,12/1/2016,,12/16/2016,$0.00,"Simmons, E. Denise",13783,60003,False,593942,593942,Bank Reporter 3,12/16/2016
$240.43,,2016-12-02T10:28:08.647,240.43,72,11/30/2016,"$10,954.24",E. Denise,$240.43,"$11,079.81",Bank Report,$366.00,D,$0.00,$0.00,2016,$366.00,11/16 - 11/30/2016,$0.00,False,,$0.00,$0.00,11/16/2016,,12/2/2016,$0.00,"Simmons, E. Denise",13783,60003,False,592837,592837,Bank Reporter 3,12/2/2016
$50.00,,2016-11-16T13:55:58.38,50.0,71,11/15/2016,"$11,079.81",E. Denise,$50.00,"$11,766.07",Bank Report,$736.26,D,$0.00,$0.00,2016,$736.26,11/1 - 11/15/2016,$0.00,False,,$0.00,$0.00,11/1/2016,,11/16/2016,$0.00,"Simmons, E. Denise",13783,60003,False,591373,591373,Bank Reporter 3,11/16/2016
$298.00,,2016-11-02T10:23:00.18,298.0,72,10/31/2016,"$11,766.07",E. Denise,$298.00,"$11,836.07",Bank Report,$368.00,D,$0.00,$0.00,2016,$368.00,10/16 - 10/31/2016,$0.00,False,,$0.00,$0.00,10/16/2016,,11/2/2016,$0.00,"Simmons, E. Denise",13783,60003,False,589881,589881,Bank Reporter 3,11/2/2016
"$2,381.02",,2016-10-17T09:14:40.48,2381.02,71,10/15/2016,"$11,836.07",E. Denise,"$2,381.02","$9,689.05",Bank Report,$234.00,D,$0.00,$0.00,2016,$234.00,10/1 - 10/15/2016,$0.00,False,,$0.00,$0.00,10/1/2016,,10/17/2016,$0.00,"Simmons, E. Denise",13783,60003,False,587225,587225,Bank Reporter 3,10/17/2016
"$2,745.25",,2016-10-03T10:18:44.45,2745.25,72,9/30/2016,"$9,689.05",E. Denise,"$2,745.25","$8,824.01",Bank Report,"$1,880.21",D,$0.00,$0.00,2016,"$1,880.21",9/16 - 9/30/2016,$0.00,False,,$0.00,$0.00,9/16/2016,,10/3/2016,$0.00,"Simmons, E. Denise",13783,60003,False,585886,585886,Bank Reporter 3,10/3/2016
$0.00,,2016-09-16T12:15:17.743,0.0,71,9/15/2016,"$8,824.01",E. Denise,$0.00,"$9,334.01",Bank Report,$510.00,D,$0.00,$0.00,2016,$510.00,9/1 - 9/15/2016,$0.00,False,,$0.00,$0.00,9/1/2016,,9/16/2016,$0.00,"Simmons, E. Denise",13783,60003,False,584430,584430,Bank Reporter 3,9/16/2016
$0.00,,2016-09-02T10:12:23.337,0.0,72,8/31/2016,"$9,334.01",E. Denise,$0.00,"$10,813.70",Bank Report,"$1,479.69",D,$0.00,$0.00,2016,"$1,479.69",8/16 - 8/31/2016,$0.00,False,,$0.00,$0.00,8/16/2016,,9/2/2016,$0.00,"Simmons, E. Denise",13783,60003,False,583357,583357,Bank Reporter 3,9/2/2016
$0.00,,2016-08-16T13:50:05.48,0.0,71,8/15/2016,"$10,813.70",E. Denise,$0.00,"$11,188.70",Bank Report,$375.00,D,$0.00,$0.00,2016,$375.00,8/1 - 8/15/2016,$0.00,False,,$0.00,$0.00,8/1/2016,,8/16/2016,$0.00,"Simmons, E. Denise",13783,60003,False,581044,581044,Bank Reporter 3,8/16/2016
$100.00,,2016-08-01T12:53:55.527,100.0,72,7/31/2016,"$11,188.70",E. Denise,$100.00,"$13,529.70",Bank Report,"$2,441.00",D,$0.00,$0.00,2016,"$2,441.00",7/16 - 7/31/2016,$0.00,False,,$0.00,$0.00,7/16/2016,,8/1/2016,$0.00,"Simmons, E. Denise",13783,60003,False,579471,579471,Bank Reporter 3,8/1/2016
$0.00,,2016-07-18T12:15:07.117,0.0,71,7/15/2016,"$13,529.70",E. Denise,$0.00,"$13,529.70",Bank Report,$0.00,D,$0.00,$0.00,2016,$0.00,7/1 - 7/15/2016,$0.00,False,,$0.00,$0.00,7/1/2016,,7/18/2016,$0.00,"Simmons, E. Denise",13783,60003,False,578195,578195,Bank Reporter 3,7/18/2016
$732.85,,2016-07-05T11:33:08.763,732.85,72,6/30/2016,"$13,529.70",E. Denise,$732.85,"$14,763.13",Bank Report,"$1,966.28",D,$0.00,$0.00,2016,"$1,966.28",6/16 - 6/30/2016,$0.00,False,,$0.00,$0.00,6/16/2016,,7/5/2016,$0.00,"Simmons, E. Denise",13783,60003,False,577025,577025,Bank Reporter 3,7/5/2016
$100.00,,2016-06-16T14:54:47.423,100.0,71,6/15/2016,"$14,763.13",E. Denise,$100.00,"$14,910.23",Bank Report,$247.10,D,$0.00,$0.00,2016,$247.10,6/1 - 6/15/2016,$0.00,False,,$0.00,$0.00,6/1/2016,,6/16/2016,$0.00,"Simmons, E. Denise",13783,60003,False,575362,575362,Bank Reporter 3,6/16/2016
$0.00,,2016-06-03T08:58:54.693,0.0,72,5/31/2016,"$14,910.23",E. Denise,$0.00,"$15,210.23",Bank Report,$300.00,D,$0.00,$0.00,2016,$300.00,5/16 - 5/30/2016,$0.00,False,,$0.00,$0.00,5/16/2016,,6/3/2016,$0.00,"Simmons, E. Denise",13783,60003,False,574088,574088,Bank Reporter 3,6/3/2016
$0.00,,2016-05-17T10:15:21.06,0.0,71,5/15/2016,"$15,210.23",E. Denise,$0.00,"$15,430.73",Bank Report,$220.50,D,$0.00,$0.00,2016,$220.50,5/1 - 5/15/2016,$0.00,False,,$0.00,$0.00,5/1/2016,,5/17/2016,$0.00,"Simmons, E. Denise",13783,60003,False,572379,572379,Bank Reporter 3,5/17/2016
$450.00,,2016-05-03T16:10:22.383,450.0,72,4/30/2016,"$15,430.73",E. Denise,$450.00,"$15,146.73",Bank Report,$166.00,D,$0.00,$0.00,2016,$166.00,4/16 - 4/30/2016,$0.00,False,,$0.00,$0.00,4/16/2016,,5/3/2016,$0.00,"Simmons, E. Denise",13783,60003,False,571258,571258,Bank Reporter 3,5/3/2016
"$6,480.23",,2016-04-18T16:23:33.05,6480.23,71,4/15/2016,"$15,146.73",E. Denise,"$6,480.23","$10,656.20",Bank Report,"$1,989.70",D,$0.00,$0.00,2016,"$1,989.70",4/1 - 4/15/2016,$0.00,False,,$0.00,$0.00,4/1/2016,,4/18/2016,$0.00,"Simmons, E. Denise",13783,60003,False,569656,569656,Bank Reporter 3,4/18/2016
"$1,832.73",,2016-04-04T09:49:54.473,1832.73,72,3/31/2016,"$10,656.20",E. Denise,"$1,832.73","$9,181.97",Bank Report,$358.50,D,$0.00,$0.00,2016,$358.50,3/16 - 3/31/2016,$0.00,False,,$0.00,$0.00,3/16/2016,,4/4/2016,$0.00,"Simmons, E. Denise",13783,60003,False,568435,568435,Bank Reporter 3,4/4/2016
"$2,750.00",,2016-03-17T09:13:16.427,2750.0,71,3/15/2016,"$9,181.97",E. Denise,"$2,750.00","$6,582.46",Bank Report,$150.49,D,$0.00,$0.00,2016,$150.49,3/1 - 3/15/2016,$0.00,False,,$0.00,$0.00,3/1/2016,,3/17/2016,$0.00,"Simmons, E. Denise",13783,60003,False,567019,567019,Bank Reporter 3,3/17/2016
$650.00,,2016-03-02T12:38:58.97,650.0,72,2/29/2016,"$6,582.46",E. Denise,$650.00,"$6,098.46",Bank Report,$166.00,D,$0.00,$0.00,2016,$166.00,2/16 - 2/28-29/2016,$0.00,False,,$0.00,$0.00,2/16/2016,,3/2/2016,$0.00,"Simmons, E. Denise",13783,60003,False,565433,565433,Bank Reporter 3,3/2/2016
$100.00,,2016-02-16T15:21:20.21,100.0,71,2/15/2016,"$6,098.46",E. Denise,$100.00,"$6,162.53",Bank Report,$164.07,D,$0.00,$0.00,2016,$164.07,2/1 - 2/15/2016,$0.00,False,,$0.00,$0.00,2/1/2016,,2/16/2016,$0.00,"Simmons, E. Denise",13783,60003,False,564159,564159,Bank Reporter 3,2/16/2016
$0.00,,2016-02-02T16:21:24.563,0.0,72,1/31/2016,"$6,162.53",E. Denise,$0.00,"$6,353.29",Bank Report,$190.76,D,$0.00,$0.00,2016,$190.76,1/16 - 1/31/2016,$0.00,False,,$0.00,$0.00,1/16/2016,,2/2/2016,$0.00,"Simmons, E. Denise",13783,60003,False,563266,563266,Bank Reporter 3,2/2/2016
$0.00,,2016-01-19T13:11:17.573,0.0,71,1/15/2016,"$6,353.29",E. Denise,$0.00,"$6,769.29",Bank Report,$416.00,D,$0.00,$0.00,2016,$416.00,1/1 - 1/15/2016,$0.00,False,,$0.00,$0.00,1/1/2016,,1/19/2016,$0.00,"Simmons, E. Denise",13783,60003,False,561007,561007,Bank Reporter 3,1/19/2016
$250.00,,2016-01-05T11:09:48.623,250.0,72,12/31/2015,"$6,769.29",E. Denise,$250.00,"$7,989.69",Bank Report,"$1,470.40",D,$0.00,$0.00,2015,"$1,470.40",12/16 - 12/31/2015,$0.00,False,,$0.00,$0.00,12/16/2015,,1/5/2016,$0.00,"Simmons, E. Denise",13783,60003,False,558807,558807,Bank Reporter 3,1/5/2016
$0.00,,2015-12-17T17:34:46.22,0.0,71,12/15/2015,"$7,989.69",E. Denise,$0.00,"$8,371.03",Bank Report,$381.34,D,$0.00,$0.00,2015,$381.34,12/1 - 12/15/2015,$0.00,False,,$0.00,$0.00,12/1/2015,,12/17/2015,$0.00,"Simmons, E. Denise",13783,60003,False,557246,557246,Bank Reporter 3,12/17/2015
$198.02,,2015-12-02T12:09:24.493,198.02,72,11/30/2015,"$8,371.03",E. Denise,$198.02,"$9,147.86",Bank Report,$974.85,D,$0.00,$0.00,2015,$974.85,11/16 - 11/30/2015,$0.00,False,,$0.00,$0.00,11/16/2015,,12/2/2015,$0.00,"Simmons, E. Denise",13783,60003,False,555588,555588,Bank Reporter 3,12/2/2015
"$6,220.58",,2015-11-18T14:25:20.457,6220.58,71,11/15/2015,"$9,147.86",E. Denise,"$6,220.58","$7,012.29",Bank Report,"$4,085.01",D,$0.00,$0.00,2015,"$4,085.01",11/1 - 11/15/2015,$0.00,False,,$0.00,$0.00,11/1/2015,,11/18/2015,$0.00,"Simmons, E. Denise",13783,60003,False,554157,554157,Bank Reporter 3,11/18/2015
"$8,360.85",,2015-11-05T17:15:36.073,8360.85,72,10/31/2015,"$7,012.29",E. Denise,"$8,360.85","$17,533.32",Bank Report,"$18,881.88",D,$0.00,$0.00,2015,"$18,881.88",10/16 - 10/31/2015,$0.00,False,,$0.00,$0.00,10/16/2015,,11/5/2015,$0.00,"Simmons, E. Denise",13783,60003,False,553017,553017,Bank Reporter 3,11/5/2015
"$4,593.10",,2015-10-19T16:46:18.223,4593.1,71,10/15/2015,"$17,533.32",E. Denise,"$4,593.10","$16,885.24",Bank Report,"$3,945.02",D,$0.00,$0.00,2015,"$3,945.02",10/1 - 10/15/2015,$0.00,False,,$0.00,$0.00,10/1/2015,,10/19/2015,$0.00,"Simmons, E. Denise",13783,60003,False,550584,550584,Bank Reporter 3,10/19/2015
"$8,192.77",,2015-10-02T10:37:07.08,8192.77,72,9/30/2015,"$16,885.24",E. Denise,"$8,192.77","$16,350.16",Bank Report,"$7,657.69",D,$0.00,$0.00,2015,"$7,657.69",9/16 - 9/30/2015,$0.00,False,,$0.00,$0.00,9/16/2015,,10/2/2015,$0.00,"Simmons, E. Denise",13783,60003,False,548498,548498,Bank Reporter 3,10/2/2015
"$1,817.99",,2015-09-17T13:22:23.77,1817.99,71,9/15/2015,"$16,350.16",E. Denise,"$1,817.99","$17,546.02",Bank Report,"$3,013.85",D,$0.00,$0.00,2015,"$3,013.85",9/1 - 9/15/2015,$0.00,False,,$0.00,$0.00,9/1/2015,,9/17/2015,$0.00,"Simmons, E. Denise",13783,60003,False,546722,546722,Bank Reporter 3,9/17/2015
"$3,151.77",,2015-09-02T11:06:34.957,3151.77,72,8/31/2015,"$17,546.02",E. Denise,"$3,151.77","$17,227.52",Bank Report,"$2,833.27",D,$0.00,$0.00,2015,"$2,833.27",8/16 - 8/31/2015,$0.00,False,,$0.00,$0.00,8/16/2015,,9/2/2015,$0.00,"Simmons, E. Denise",13783,60003,False,544940,544940,Bank Reporter 3,9/2/2015
"$1,617.97",,2015-08-17T14:56:01.187,1617.97,71,8/15/2015,"$17,227.52",E. Denise,"$1,617.97","$22,814.81",Bank Report,"$7,205.26",D,$0.00,$0.00,2015,"$7,205.26",8/1 - 8/15/2015,$0.00,False,,$0.00,$0.00,8/1/2015,,8/17/2015,$0.00,"Simmons, E. Denise",13783,60003,False,543224,543224,Bank Reporter 3,8/17/2015
"$1,954.32",,2015-08-03T11:31:28.417,1954.32,72,7/31/2015,"$22,814.81",E. Denise,"$1,954.32","$24,644.37",Bank Report,"$3,783.88",D,$0.00,$0.00,2015,"$3,783.88",7/16 - 7/31/2015,$0.00,False,,$0.00,$0.00,7/16/2015,,8/3/2015,$0.00,"Simmons, E. Denise",13783,60003,False,541434,541434,Bank Reporter 3,8/3/2015
"$2,800.09",,2015-07-17T14:53:32.24,2800.09,71,7/15/2015,"$24,644.37",E. Denise,"$2,800.09","$24,222.15",Bank Report,"$2,377.87",D,$0.00,$0.00,2015,"$2,377.87",7/1 - 7/15/2015,$0.00,False,,$0.00,$0.00,7/1/2015,,7/17/2015,$0.00,"Simmons, E. Denise",13783,60003,False,539635,539635,Bank Reporter 3,7/17/2015
"$2,710.73",,2015-07-04T22:22:07.3,2710.73,72,6/30/2015,"$24,222.15",E. Denise,"$2,710.73","$22,037.92",Bank Report,$526.50,D,$0.00,$0.00,2015,$526.50,6/16 - 6/30/2015,$0.00,False,,$0.00,$0.00,6/16/2015,,7/4/2015,$0.00,"Simmons, E. Denise",13783,60003,False,538319,538319,Bank Reporter 3,7/4/2015
"$5,560.12",,2015-06-16T14:32:26.213,5560.12,71,6/15/2015,"$22,037.92",E. Denise,"$5,560.12","$17,025.88",Bank Report,$548.08,D,$0.00,$0.00,2015,$548.08,6/1 - 6/15/2015,$0.00,False,,$0.00,$0.00,6/1/2015,,6/16/2015,$0.00,"Simmons, E. Denise",13783,60003,False,536133,536133,Bank Reporter 3,6/16/2015
$480.25,,2015-06-02T10:29:47.783,480.25,72,5/31/2015,"$17,025.88",E. Denise,$480.25,"$17,113.63",Bank Report,$568.00,D,$0.00,$0.00,2015,$568.00,5/16 - 5/30/2015,$0.00,False,,$0.00,$0.00,5/16/2015,,6/2/2015,$0.00,"Simmons, E. Denise",13783,60003,False,534688,534688,Bank Reporter 3,6/2/2015
$340.12,,2015-05-18T15:05:38.727,340.12,71,5/15/2015,"$17,113.63",E. Denise,$340.12,"$17,055.51",Bank Report,$282.00,D,$0.00,$0.00,2015,$282.00,5/1 - 5/15/2015,$0.00,False,,$0.00,$0.00,5/1/2015,,5/18/2015,$0.00,"Simmons, E. Denise",13783,60003,False,533380,533380,Bank Reporter 3,5/18/2015
$100.00,,2015-05-04T14:26:59.83,100.0,72,4/30/2015,"$17,055.51",E. Denise,$100.00,"$17,107.51",Bank Report,$152.00,D,$0.00,$0.00,2015,$152.00,4/16 - 4/30/2015,$0.00,False,,$0.00,$0.00,4/16/2015,,5/4/2015,$0.00,"Simmons, E. Denise",13783,60003,False,309273,309273,Bank Reporter 3,5/4/2015
"$3,478.31",,2015-04-17T10:42:21.907,3478.31,71,4/15/2015,"$17,107.51",E. Denise,"$3,478.31","$14,488.80",Bank Report,$859.60,D,$0.00,$0.00,2015,$859.60,4/1 - 4/15/2015,$0.00,False,,$0.00,$0.00,4/1/2015,,4/17/2015,$0.00,"Simmons, E. Denise",13783,60003,False,307703,307703,Bank Reporter 3,4/17/2015
"$2,310.50",,2015-04-02T14:34:14.043,2310.5,72,3/31/2015,"$14,488.80",E. Denise,"$2,310.50","$12,474.21",Bank Report,$295.91,D,$0.00,$0.00,2015,$295.91,3/16 - 3/31/2015,$0.00,False,,$0.00,$0.00,3/16/2015,,4/2/2015,$0.00,"Simmons, E. Denise",13783,60003,False,305071,305071,Bank Reporter 3,4/2/2015
"$3,301.92",,2015-03-16T11:48:49.327,3301.92,71,3/15/2015,"$12,474.21",E. Denise,"$3,301.92","$9,493.29",Bank Report,$321.00,D,$0.00,$0.00,2015,$321.00,3/1 - 3/15/2015,$0.00,False,,$0.00,$0.00,3/1/2015,,3/16/2015,$0.00,"Simmons, E. Denise",13783,60003,False,303893,303893,Bank Reporter 3,3/16/2015
"$2,450.00",,2015-03-03T10:07:29.76,2450.0,72,2/28/2015,"$9,493.29",E. Denise,"$2,450.00","$7,295.29",Bank Report,$252.00,D,$0.00,$0.00,2015,$252.00,2/16 - 2/28-29/2015,$0.00,False,,$0.00,$0.00,2/16/2015,,3/3/2015,$0.00,"Simmons, E. Denise",13783,60003,False,303191,303191,Bank Reporter 3,3/3/2015
$0.00,,2015-02-17T16:50:09.41,0.0,71,2/15/2015,"$7,295.29",E. Denise,$0.00,"$7,645.29",Bank Report,$350.00,D,$0.00,$0.00,2015,$350.00,2/1 - 2/15/2015,$0.00,False,,$0.00,$0.00,2/1/2015,,2/17/2015,$0.00,"Simmons, E. Denise",13783,60003,False,302076,302076,Bank Reporter 3,2/17/2015
